Date,Open,High,Low,Close,Adj Close,Volume
2019-10-09,52.570000,53.740002,52.310001,52.590000,52.590000,658324
2019-10-10,52.689999,53.970001,51.380001,53.549999,53.549999,632666
2019-10-11,53.880001,54.930000,53.639999,54.700001,54.700001,613944
2019-10-13,null,null,null,null,null,null
2019-10-14,54.900002,54.900002,52.770000,53.590000,53.590000,467643
2019-10-15,53.509998,53.790001,52.389999,52.810001,52.810001,467643
2019-10-16,52.919998,53.740002,52.520000,53.360001,53.360001,511249
2019-10-17,52.990002,54.160000,52.619999,53.930000,53.930000,451643
2019-10-18,54.090000,54.619999,53.349998,53.779999,53.779999,418422
2019-10-20,null,null,null,null,null,null
2019-10-21,53.709999,54.029999,52.709999,53.310001,53.310001,174477
2019-10-22,53.389999,54.619999,53.099998,54.160000,54.160000,95979
2019-10-23,54.299999,56.070000,53.619999,55.970001,55.970001,506573
2019-10-24,55.900002,56.509998,55.410000,56.230000,56.230000,620202
2019-10-25,56.070000,56.740002,55.599998,56.660000,56.660000,480764
2019-10-27,null,null,null,null,null,null
2019-10-28,56.650002,56.919998,55.580002,55.810001,55.810001,445020
2019-10-29,55.799999,55.910000,54.610001,55.540001,55.540001,437020
2019-10-30,55.529999,55.730000,54.419998,55.060001,55.060001,521457
2019-10-31,54.900002,55.590000,53.709999,54.180000,54.180000,659328
2019-11-01,54.150002,56.330002,54.070000,56.200001,56.200001,677419
2019-11-03,null,null,null,null,null,null
2019-11-04,56.410000,57.430000,55.830002,56.540001,56.540001,538117
2019-11-05,56.560001,57.500000,56.299999,57.230000,57.230000,580350
2019-11-06,57.259998,57.849998,56.110001,56.349998,56.349998,435319
2019-11-07,56.349998,57.880001,56.270000,57.150002,57.150002,623258
2019-11-08,57.080002,57.480000,55.759998,57.240002,57.240002,678165
2019-11-10,null,null,null,null,null,null
2019-11-11,57.400002,57.400002,56.250000,56.860001,56.860001,636941
2019-11-12,56.889999,57.549999,56.540001,56.799999,56.799999,498981
2019-11-13,56.790001,57.529999,56.200001,57.119999,57.119999,586568
2019-11-14,57.389999,57.790001,56.630001,56.770000,56.770000,547635
2019-11-15,56.910000,57.970001,56.430000,57.720001,57.720001,516832
2019-11-17,null,null,null,null,null,null
2019-11-18,57.880001,58.090000,56.549999,57.049999,57.049999,375993
2019-11-19,56.900002,57.110001,55.040001,55.209999,55.209999,159328
2019-11-20,55.160000,57.250000,54.759998,57.110001,57.110001,121214
2019-11-21,57.000000,58.669998,56.599998,58.580002,58.580002,674891
2019-11-22,58.310001,58.740002,57.500000,57.770000,57.770000,593533
2019-11-24,null,null,null,null,null,null
2019-11-25,57.919998,58.150002,57.209999,58.009998,58.009998,508244
2019-11-26,57.919998,58.560001,57.759998,58.410000,58.410000,420642
2019-11-27,58.270000,58.680000,57.509998,58.110001,58.110001,443816
2019-11-29,null,null,null,null,null,null
2019-12-01,null,null,null,null,null,null
2019-12-02,55.470001,56.669998,55.419998,55.959999,55.959999,718724
2019-12-03,55.959999,56.799999,55.349998,56.099998,56.099998,616423
2019-12-04,56.430000,58.660000,56.279999,58.430000,58.430000,560554
2019-12-05,58.360001,59.119999,58.099998,58.430000,58.430000,760541
2019-12-06,58.320000,59.849998,57.700001,59.200001,59.200001,649461
2019-12-08,null,null,null,null,null,null
2019-12-09,59.110001,59.250000,58.230000,59.020000,59.020000,679609
2019-12-10,58.919998,59.520000,58.520000,59.240002,59.240002,511561
2019-12-11,59.060001,59.220001,58.110001,58.759998,58.759998,566822
2019-12-12,58.880001,59.720001,58.750000,59.180000,59.180000,589650
2019-12-13,59.360001,60.480000,59.270000,60.070000,60.070000,530851
2019-12-15,null,null,null,null,null,null
2019-12-16,59.869999,60.340000,59.709999,60.209999,60.209999,512288
2019-12-17,60.230000,61.060001,60.029999,60.939999,60.939999,347395
2019-12-18,60.549999,61.180000,60.320000,60.930000,60.930000,163744
2019-12-19,60.860001,61.470001,60.790001,61.220001,61.220001,131071
2019-12-20,61.110001,61.200001,60.020000,60.439999,60.439999,426341
2019-12-22,null,null,null,null,null,null
2019-12-23,60.410000,60.770000,60.099998,60.520000,60.520000,552517
2019-12-24,null,null,null,null,null,null
2019-12-26,61.200001,61.830002,61.060001,61.680000,61.680000,204535
2019-12-27,61.730000,61.970001,61.240002,61.720001,61.720001,265091
2019-12-29,null,null,null,null,null,null
2019-12-30,61.709999,62.340000,61.090000,61.680000,61.680000,351899
2019-12-31,61.680000,61.880001,60.630001,61.060001,61.060001,427149
2020-01-02,61.599998,61.599998,60.639999,61.180000,61.180000,494535
2020-01-03,61.180000,64.089996,61.130001,63.049999,63.049999,486873
2020-01-05,null,null,null,null,null,null
2020-01-06,63.709999,64.720001,62.639999,63.270000,63.270000,885861
2020-01-07,62.910000,63.150002,62.110001,62.700001,62.700001,724236
2020-01-08,62.840000,65.650002,59.150002,59.610001,59.610001,582649
2020-01-09,59.990002,60.310001,58.660000,59.560001,59.560001,1205710
2020-01-10,59.610001,59.779999,58.849998,59.040001,59.040001,750933
2020-01-12,null,null,null,null,null,null
2020-01-13,59.040001,59.270000,57.910000,58.080002,58.080002,596186
2020-01-14,58.029999,58.720001,57.720001,58.230000,58.230000,584002
2020-01-15,58.200001,58.360001,57.360001,57.810001,57.810001,507714
2020-01-16,58.099998,58.869999,57.560001,58.520000,58.520000,433169
2020-01-17,58.590000,58.980000,58.270000,58.540001,58.540001,182871
2020-01-19,null,null,null,null,null,null
2020-01-21,59.169998,59.730000,57.680000,58.340000,58.340000,122561
2020-01-22,58.259998,58.380001,56.029999,56.740002,56.740002,648335
2020-01-23,56.110001,56.270000,54.770000,55.590000,55.590000,620119
2020-01-24,55.689999,55.950001,53.849998,54.189999,54.189999,703995
2020-01-26,53.700001,53.709999,52.150002,52.639999,52.639999,1009546
2020-01-27,53.700001,53.709999,52.130001,53.139999,53.139999,586195
2020-01-28,52.770000,54.060001,52.680000,53.480000,53.480000,712880
2020-01-29,53.970001,54.369999,52.810001,53.330002,53.330002,633963
2020-01-30,53.090000,53.200001,51.660000,52.139999,52.139999,624979
2020-01-31,52.919998,53.360001,50.970001,51.560001,51.560001,720123
2020-02-02,51.009998,51.270000,50.580002,51.009998,51.009998,568976
2020-02-03,51.009998,51.970001,49.799999,50.110001,50.110001,827907
2020-02-04,49.939999,51.549999,49.310001,49.610001,49.610001,876044
2020-02-05,49.509998,51.880001,49.470001,50.750000,50.750000,859357
2020-02-06,51.169998,52.200001,50.240002,50.950001,50.950001,887946
2020-02-07,51.110001,51.480000,50.090000,50.320000,50.320000,750659
2020-02-09,50.110001,50.160000,49.560001,49.759998,49.759998,479627
2020-02-10,50.119999,50.490002,49.419998,49.570000,49.570000,768345
2020-02-11,49.610001,50.689999,49.580002,49.939999,49.939999,715894
2020-02-12,49.959999,51.730000,49.950001,51.169998,51.169998,725733
2020-02-13,51.720001,51.959999,50.599998,51.419998,51.419998,795256
2020-02-14,51.509998,52.340000,51.320000,52.049999,52.049999,745400
2020-02-16,52.200001,52.410000,52.099998,52.180000,52.180000,19935
2020-02-18,52.230000,52.410000,50.880001,52.049999,52.049999,607343
2020-02-19,52.119999,53.660000,51.930000,53.290001,53.290001,221774
2020-02-20,53.500000,54.500000,53.220001,53.779999,53.779999,113683
2020-02-21,53.740002,53.860001,52.549999,53.380001,53.380001,676179
2020-02-23,52.599998,52.639999,51.660000,52.080002,52.080002,1339288
2020-02-24,52.599998,52.639999,50.450001,51.430000,51.430000,707555
2020-02-25,51.369999,52.020000,49.689999,49.900002,49.900002,765515
2020-02-26,50.080002,50.439999,48.299999,48.730000,48.730000,764989
2020-02-27,47.939999,48.380001,45.880001,46.810001,46.810001,447356482
2020-02-28,46.490002,47.029999,43.849998,47.090000,47.090000,1059301
2020-03-01,43.720001,44.700001,43.410000,44.570000,44.570000,1006074
2020-03-02,43.700001,47.560001,43.320000,44.759998,44.759998,918575
2020-03-03,47.720001,48.660000,46.470001,46.750000,46.750000,985670
2020-03-04,46.939999,48.410000,46.650002,47.180000,47.180000,724225
2020-03-05,47.130001,47.570000,45.650002,46.779999,46.779999,683404
2020-03-06,46.090000,46.380001,41.049999,45.900002,45.900002,1204734
2020-03-08,32.869999,33.590000,30.000000,32.540001,32.540001,9965471
2020-03-09,32.869999,34.880001,27.340000,41.279999,41.279999,1693652
2020-03-10,30.370001,35.020000,30.200001,31.129999,31.129999,997569
2020-03-11,34.619999,36.349998,32.560001,34.360001,34.360001,824665
2020-03-12,33.070000,33.630001,30.020000,32.980000,32.980000,963502
2020-03-13,31.180000,33.869999,31.129999,32.930000,32.930000,331620435
2020-03-15,33.750000,33.750000,29.750000,30.410000,30.410000,3821877
2020-03-16,33.750000,33.750000,28.100000,31.730000,31.730000,663525
2020-03-17,28.690001,30.299999,26.629999,28.700001,28.700001,521494
2020-03-18,27.299999,27.600000,20.520000,27.330000,27.330000,912915
2020-03-19,22.820000,28.280001,21.770000,20.830000,20.830000,1079855
2020-03-20,25.590000,28.490000,22.389999,25.910000,25.910000,1092222
2020-03-22,22.660000,23.070000,20.799999,21.540001,21.540001,3636920
2020-03-23,22.709999,24.600000,21.790001,24.450001,24.450001,409601397
2020-03-24,24.139999,25.160000,23.090000,24.549999,24.549999,300012410
2020-03-25,24.830000,25.070000,22.910000,24.309999,24.309999,290110034
2020-03-26,24.170000,24.219999,22.379999,23.049999,23.049999,270451784
2020-03-27,23.080000,23.139999,20.879999,21.840000,21.840000,250723427
2020-03-29,20.930000,20.930000,19.920000,20.280001,20.280001,3327282
2020-03-30,20.490000,20.860001,19.270000,20.480000,20.480000,330406475
2020-03-31,21.290001,21.889999,20.010000,20.280001,20.280001,291017478
2020-04-01,20.549999,21.549999,19.900000,21.190001,21.190001,287464316
2020-04-02,21.250000,27.379999,21.219999,24.770000,24.770000,437151540
2020-04-03,24.110001,29.129999,23.680000,29.000000,29.000000,459935470
2020-04-05,null,null,null,null,null,null
2020-04-06,27.350000,28.240000,25.910000,26.830000,26.830000,383195654
2020-04-07,26.340000,27.240000,23.540001,26.080000,26.080000,686575
2020-04-08,24.920000,26.610001,23.740000,26.410000,26.410000,281838965
2020-04-09,25.950001,28.360001,22.570000,23.190001,23.190001,390788314
2020-04-12,24.600000,24.740000,22.030001,23.190001,23.190001,4891149
2020-04-13,23.870001,24.000000,22.299999,22.920000,22.920000,351557434
2020-04-14,22.709999,22.799999,19.950001,20.860001,20.860001,278725912
2020-04-15,20.610001,20.620001,19.200001,20.290001,20.290001,237443066
2020-04-16,20.010000,20.400000,19.420000,19.900000,19.900000,147195040
2020-04-17,19.709999,19.750000,17.309999,18.120001,18.120001,111353145
2020-04-19,17.559999,17.559999,16.930000,17.040001,17.040001,343713
2020-04-20,15.270000,15.310000,-39.439999,-2.720000,-2.720000,72609436
2020-04-21,1.400000,13.860000,0.010000,9.060000,9.060000,1771636
2020-04-22,13.120000,16.180000,10.260000,11.570000,11.570000,1141771
2020-04-23,15.040000,18.260000,14.450000,17.170000,17.170000,360636800
2020-04-24,17.830000,17.969999,15.640000,17.180000,17.180000,269789277
2020-04-26,16.500000,16.790001,16.440001,16.670000,16.670000,967319
2020-04-27,15.690000,15.690000,11.880000,12.340000,12.340000,282967221
2020-04-28,11.100000,13.850000,10.070000,13.400000,13.400000,411961998
2020-04-29,13.350000,16.780001,12.670000,12.340000,12.340000,510049
2020-04-30,15.640000,19.440001,15.450000,15.060000,15.060000,501420
2020-05-01,19.040001,20.480000,18.070000,18.840000,18.840000,368386
2020-05-03,19.170000,19.530001,18.500000,18.610001,18.610001,1107707
2020-05-04,19.110001,21.420000,18.049999,19.780001,19.780001,286630
2020-05-05,21.809999,26.080000,21.610001,25.790001,25.790001,168837572
2020-05-06,24.430000,25.580000,22.580000,23.780001,23.780001,171213275
2020-05-07,23.980000,26.740000,22.940001,23.590000,23.590000,122681614
2020-05-08,23.879999,24.990000,23.340000,24.629999,24.629999,77581336
2020-05-10,24.500000,24.750000,24.129999,24.660000,24.660000,347100
2020-05-11,24.549999,25.580000,23.670000,24.510000,24.510000,66964302
2020-05-12,24.379999,26.230000,24.219999,25.230000,25.230000,58446322
2020-05-13,25.590000,26.450001,24.790001,25.690001,25.690001,46534496
2020-05-14,25.480000,27.959999,25.440001,27.730000,27.730000,44854164
2020-05-15,27.840000,29.920000,27.690001,29.650000,29.650000,32483447
2020-05-17,29.530001,30.320000,29.530001,30.270000,30.270000,45586
2020-05-18,30.490000,33.439999,30.430000,33.230000,33.230000,15106613
2020-05-19,32.549999,33.150002,31.340000,32.360001,32.360001,1172441
2020-05-20,31.670000,33.779999,31.629999,33.599998,33.599998,162020714
2020-05-21,33.660000,34.660000,33.259998,33.889999,33.889999,165892745
2020-05-22,31.840000,33.639999,31.320000,33.560001,33.560001,234556276
2020-05-24,33.060001,33.090000,32.790001,33.000000,33.000000,460067
2020-05-26,34.180000,34.810001,33.380001,34.029999,34.029999,259033666
2020-05-27,34.200001,34.279999,31.139999,31.730000,31.730000,174923575
2020-05-28,31.350000,34.209999,31.299999,33.610001,33.610001,201396421
2020-05-29,33.150002,35.770000,32.360001,35.320000,35.320000,167705030
2020-05-31,35.270000,35.419998,35.240002,35.299999,35.299999,186579
2020-06-01,35.310001,35.750000,34.270000,35.459999,35.459999,172722029
2020-06-02,35.700001,37.380001,35.549999,37.259998,37.259998,138842394
2020-06-03,37.549999,38.180000,35.880001,36.910000,36.910000,215830430
2020-06-04,36.520000,37.619999,36.419998,37.250000,37.250000,119511139
2020-06-05,37.400002,39.680000,37.310001,38.970001,38.970001,161925648
2020-06-07,39.410000,40.439999,39.279999,40.419998,40.419998,1508496
2020-06-08,39.930000,40.250000,37.959999,38.590000,38.590000,200761658
2020-06-09,38.549999,39.099998,37.070000,38.389999,38.389999,172221895
2020-06-10,38.189999,39.910000,37.730000,38.730000,38.730000,150202639
2020-06-11,38.320000,38.570000,35.410000,35.790001,35.790001,209485989
2020-06-12,35.639999,36.990002,34.880001,36.560001,36.560001,150899143
2020-06-14,36.029999,36.119999,35.330002,35.590000,35.590000,770353
2020-06-15,35.200001,37.439999,34.360001,37.259998,37.259998,167872483
2020-06-16,36.910000,39.060001,36.779999,37.810001,37.810001,146935241
2020-06-17,37.299999,38.750000,37.270000,37.439999,37.439999,99872365
2020-06-18,37.509998,39.500000,37.330002,39.290001,39.290001,39886810
2020-06-19,39.220001,40.490002,38.400002,39.430000,39.430000,13956420
2020-06-21,39.180000,39.770000,39.119999,39.770000,39.770000,252
2020-06-22,39.700001,40.700001,39.250000,40.599998,40.599998,1037059
2020-06-23,40.830002,41.630001,39.860001,40.029999,40.029999,167663273
2020-06-24,40.160000,40.529999,37.310001,37.950001,37.950001,201095437
2020-06-25,37.880001,39.240002,37.080002,39.139999,39.139999,208026414
2020-06-26,39.189999,39.349998,37.790001,38.160000,38.160000,151232804
2020-06-28,37.959999,38.119999,37.680000,37.849998,37.849998,631650
2020-06-29,37.750000,39.889999,37.500000,39.630001,39.630001,154012945
2020-06-30,39.410000,40.080002,38.849998,39.660000,39.660000,143721086
2020-07-01,39.790001,40.580002,39.049999,39.610001,39.610001,171886332
2020-07-02,39.840000,40.740002,39.590000,40.320000,40.320000,130102415
2020-07-05,40.310001,40.529999,40.200001,40.400002,40.400002,280157